Learner,stream,randomSeed,learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
trees.HoeffdingTree,generators.RandomRBFGenerator,1,79000.0,6.083613,1.2978515073657033E-7,79000.0,84.46455696202531,68.92874989107386,68.79877971272404,68.67774289870607,79000.0,205960.0,73.0,37.0,37.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,80000.0,6.138464,1.3272134407319955E-7,80000.0,84.52125000000001,69.04217107306766,68.91193010644709,68.7952019756571,80000.0,206920.0,73.0,37.0,37.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,81000.0,6.207949,1.3653423103400402E-7,81000.0,84.58024691358025,69.16022336217836,69.0235857245604,68.92107096645765,81000.0,212112.0,75.0,38.0,38.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,82000.0,6.281672,1.406939525778095E-7,82000.0,84.62439024390244,69.2485635081569,69.12603766192423,69.0175455841156,82000.0,218104.0,77.0,39.0,39.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,83000.0,6.342372,1.4411886878725555E-7,83000.0,84.6855421686747,69.3706838664882,69.26666505476437,69.12482693288639,83000.0,218104.0,77.0,39.0,39.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,84000.0,6.397868,1.472501562659939E-7,84000.0,84.71904761904761,69.43772885467806,69.32562252067103,69.19606431485481,84000.0,218104.0,77.0,39.0,39.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,85000.0,6.451502,1.5027638288835682E-7,85000.0,84.77411764705882,69.54786531648685,69.44037780401416,69.30848036425725,85000.0,218104.0,77.0,39.0,39.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,86000.0,6.51365,1.5377824154992896E-7,86000.0,84.82093023255814,69.64162772854142,69.53701110799963,69.4199775112444,86000.0,217808.0,79.0,40.0,40.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,87000.0,6.576429,1.57402187122239E-7,87000.0,84.86551724137931,69.73091777343167,69.6220930232558,69.52365521710952,87000.0,223136.0,79.0,40.0,40.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,88000.0,6.646884,1.6147696133909953E-7,88000.0,84.89090909090909,69.78166267288492,69.67291638155194,69.57158549981692,88000.0,223560.0,81.0,41.0,41.0,9.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,89000.0,6.71117,1.6528355971185697E-7,89000.0,84.92584269662922,69.8515131270653,69.73265651438241,69.64156408399711,89000.0,228888.0,81.0,41.0,41.0,9.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,90000.0,6.772877,1.6893527544000084E-7,90000.0,84.98666666666666,69.97318239853018,69.84265148978909,69.76775406094778,90000.0,228752.0,83.0,42.0,42.0,9.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,91000.0,6.837587,1.72867289547705E-7,91000.0,85.03626373626373,70.07245591530337,69.92247034656418,69.87922491594408,91000.0,234880.0,83.0,42.0,42.0,9.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,92000.0,6.894407,1.7631987866221204E-7,92000.0,85.07173913043479,70.14350838544877,70.0006552936808,69.94616832246489,92000.0,234880.0,83.0,42.0,42.0,9.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,93000.0,6.95266,1.798595420498815E-7,93000.0,85.10645161290323,70.21299130911484,70.06742447162553,70.0077952449006,93000.0,234880.0,83.0,42.0,42.0,9.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,94000.0,7.015197,1.8365951680267853E-7,94000.0,85.1404255319149,70.28091257386497,70.12000770102895,70.08160729967659,94000.0,234880.0,83.0,42.0,42.0,9.0,0.0,0.0,1.0
trees.HoeffdingTree,generators.RandomRBFGenerator,1,95000.0,7.071061,1.870540158926613E-7,95000.0,85.19263157894737,70.38532589834557,70.2304615579963,70.18755960580692,95000.0,234880.0,83.0,42.0,42.0,9.0,0.0,0.0,1.0
